ID,period,IWZ,Direction,1. number of days,2. number of events,3. number of daytime events,4. number of days when events happened,5. average duration of each event,6. median duration of each event,7. average queue length,8. average maximum queue length of each event,9. median maximum queue length of each event,10. max maximum queue length of each event,11.percentage of queue > 1 mile,12.amount of traffic that encounters a queue,13.total traffic per day,14.percentage of traffic that encounters a queue,15.percentage of time that encounters a queue,16.total delay,17.total delay per day,18.average delay per vehicle,19.maximum delay,20.total delay when queue is present,21.percentage of delay caused by queue,22.avg delay when queue is present,23.percent of vehicles experiencing delay > 5 min,24.percent of vehicles experiencing delay > 10 min,25.percent of vehicles in queue experiencing delay > 5 min,26.percent of vehicles in queue experiencing delay > 10 min
ID,2017-01-23 to 2017-01-29,Group 1t,1,7.000000,60.000000,14.000000,6.000000,14.666667,5.000000,0.253977,0.240000,0.100000,2.800000,0.017045,3515.000000,16064.000000,0.031251,0.087302,405.454340,57.922049,0.216343,7.996844,189.416253,0.467170,3.234076,0.007545,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 1t,2,7.000000,74.000000,5.000000,7.000000,15.270270,10.000000,0.452212,0.470270,0.300000,2.300000,0.030973,3411.000000,16433.285714,0.029650,0.112103,405.327082,57.903869,0.211415,7.594848,170.081269,0.419615,2.992047,0.010292,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5 - 4.1 - I29,1,7.000000,31.000000,7.000000,5.000000,13.709677,5.000000,0.817647,0.700000,0.400000,5.900000,0.223529,1943.000000,13637.571429,0.020344,0.042163,1501.306769,214.472396,0.943597,10.911797,139.559299,0.092959,4.311519,0.008232,0.000623,0.030636,0.030636
ID,2017-01-23 to 2017-01-29,Group 5 - 4.1 - I29,2,7.000000,24.000000,1.000000,5.000000,14.375000,7.500000,0.685507,0.741667,0.300000,7.000000,0.202899,1008.000000,14286.142857,0.010072,0.034226,1907.268693,272.466956,1.144330,8.704264,65.756304,0.034477,3.916938,0.003366,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5 - 4.1 - I80,1,7.000000,13.000000,0.000000,5.000000,14.615385,10.000000,1.178947,1.000000,0.300000,5.700000,0.342105,720.000000,17915.714286,0.005738,0.018849,1631.673686,233.096241,0.780645,6.268421,47.160186,0.028903,3.932356,0.001247,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5 - 4.1 - I80,2,7.000000,13.000000,3.000000,4.000000,10.000000,5.000000,1.015385,0.553846,0.200000,4.000000,0.307692,853.000000,21080.285714,0.005776,0.012897,1699.798182,242.828312,0.691157,5.533289,38.717752,0.022778,2.725536,0.000351,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5b and 5.4,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2897.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5b and 5.4,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2298.857143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6 - 3.2 3a 3b - I29,1,7.000000,209.000000,139.000000,7.000000,10.669856,5.000000,1.034081,0.859809,0.600000,6.200000,0.358744,12081.000000,8003.857143,0.215630,0.221230,1195.980363,170.854338,1.280809,9.320406,496.939577,0.415508,2.468050,0.030247,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6 - 3.2 3a 3b - I29,2,7.000000,65.000000,35.000000,7.000000,28.846154,10.000000,1.513600,0.760000,0.200000,10.100000,0.429333,5624.000000,8957.857143,0.089682,0.186012,1841.881205,263.125886,1.762447,9.258686,392.535735,0.213117,4.188206,0.030575,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6 - 3.2 3a 3b - US20,1,7.000000,23.000000,9.000000,3.000000,20.434783,10.000000,0.880851,0.865217,0.800000,2.600000,0.297872,1596.000000,11655.428571,0.019554,0.046627,419.011340,59.858763,0.308143,3.143374,48.046552,0.114666,1.807016,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6 - 3.2 3a 3b - US20,2,7.000000,54.000000,23.000000,6.000000,20.370370,10.000000,0.688636,0.759259,0.300000,3.600000,0.250000,4534.000000,11062.571429,0.058546,0.109127,479.532635,68.504662,0.371549,3.638113,126.798443,0.264421,1.678091,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12225.000000,0.000000,0.000000,52.101451,7.443064,0.036531,0.392357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6c,2,7.000000,2.000000,2.000000,2.000000,10.000000,10.000000,0.225000,0.250000,0.250000,0.400000,0.000000,443.000000,15019.857143,0.004206,0.001984,183.659021,26.237003,0.104810,0.782308,3.682992,0.020053,0.499727,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6e,1,7.000000,4.000000,1.000000,4.000000,5.000000,5.000000,0.475000,0.475000,0.500000,0.600000,0.000000,95.000000,14875.285714,0.000904,0.001984,26.897398,3.842485,0.015499,1.517540,1.160261,0.043137,0.739469,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6e,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16226.142857,0.000000,0.000000,23.365391,3.337913,0.012343,1.028123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6gh,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26793.142857,0.000000,0.000000,615.174097,87.882014,0.196802,0.672897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 6gh,2,7.000000,2.000000,2.000000,1.000000,22.500000,22.500000,0.922222,0.700000,0.700000,1.100000,0.444444,1126.000000,25723.857143,0.006251,0.004464,681.178903,97.311272,0.226976,4.944182,54.112478,0.079439,2.884396,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 8 - 6.2 - I74,1,7.000000,18.000000,11.000000,4.000000,12.222222,5.000000,0.577273,0.477778,0.300000,2.000000,0.204545,5604.000000,21899.571429,0.036554,0.021825,1451.373852,207.339122,0.568065,4.604546,152.244637,0.104897,1.630132,0.000000,0.000000,0.000000,0.000000
ID,2017-01-23 to 2017-01-29,Group 8 - 6.2 - I74,2,7.000000,209.000000,119.000000,7.000000,29.688995,10.000000,0.148832,0.162201,0.100000,0.800000,0.000000,85263.000000,19610.142857,0.621125,0.615575,1462.875950,208.982279,0.639414,1.707746,989.170807,0.676182,0.696092,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1 - 1.3 - I80,1,7.000000,1.000000,0.000000,1.000000,10.000000,10.000000,0.100000,0.100000,0.100000,0.100000,0.000000,17.000000,13501.285714,0.000178,0.000992,119.989168,17.141310,0.076176,0.744960,0.201891,0.001683,0.718595,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1 - 1.3 - I80,2,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.100000,0.100000,0.100000,0.100000,0.000000,7.000000,16030.428571,0.000060,0.000496,153.449419,21.921346,0.082049,0.870189,0.079936,0.000521,0.714320,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1c,1,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.400000,0.400000,0.400000,0.400000,0.000000,3.000000,3022.428571,0.000099,0.000496,1.483472,0.211925,0.004207,1.003085,0.035108,0.023666,1.003085,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3923.571429,0.000000,0.000000,12.580660,1.797237,0.027484,0.435770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1r,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1r,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1t,1,7.000000,51.000000,2.000000,7.000000,8.921569,5.000000,0.124176,0.133333,0.100000,0.500000,0.000000,1026.000000,17132.571429,0.008550,0.045139,138.540326,19.791475,0.069312,5.419005,44.759256,0.323077,2.619202,0.000140,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 1t,2,7.000000,101.000000,2.000000,7.000000,8.019802,5.000000,0.242593,0.272277,0.200000,0.800000,0.000000,1851.000000,17008.000000,0.015544,0.080357,99.921584,14.274512,0.050357,4.203388,33.868963,0.338955,1.098097,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5 - 4.1 - I29,1,7.000000,4.000000,2.000000,2.000000,23.750000,17.500000,1.326316,1.275000,1.250000,2.400000,0.578947,1645.000000,15193.142857,0.015463,0.009425,1280.940800,182.991543,0.722668,7.833244,103.284586,0.080632,3.768260,0.003412,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5 - 4.1 - I29,2,7.000000,13.000000,0.000000,5.000000,10.384615,5.000000,0.281481,0.284615,0.200000,0.700000,0.000000,363.000000,15539.428571,0.003328,0.013393,1693.850343,241.978620,0.934323,3.159328,13.231558,0.007812,2.192813,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5 - 4.1 - I80,1,7.000000,8.000000,0.000000,5.000000,6.250000,5.000000,0.390000,0.412500,0.100000,1.400000,0.100000,102.000000,19650.285714,0.000737,0.004960,1475.267640,210.752520,0.643511,2.988912,3.823289,0.002592,2.263258,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5 - 4.1 - I80,2,7.000000,4.000000,3.000000,3.000000,22.500000,17.500000,0.627778,0.650000,0.750000,0.900000,0.000000,2502.000000,23669.285714,0.015097,0.008929,1551.468427,221.638347,0.561840,2.154646,68.389487,0.044080,1.640473,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5b and 5.4,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3035.857143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5b and 5.4,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2316.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6 - 3.2 3a 3b - I29,1,7.000000,263.000000,171.000000,7.000000,8.212928,5.000000,0.326157,0.356274,0.300000,1.600000,0.004630,18739.000000,10748.857143,0.249046,0.214286,918.274690,131.182099,0.732261,3.912707,318.756461,0.347125,1.020641,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6 - 3.2 3a 3b - I29,2,7.000000,50.000000,3.000000,7.000000,10.900000,10.000000,0.202752,0.246000,0.100000,2.400000,0.018349,1332.000000,11902.857143,0.015986,0.054067,1856.540376,265.220054,1.336923,5.574520,47.661818,0.025672,2.147018,0.000103,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6 - 3.2 3a 3b - US20,1,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.400000,0.400000,0.400000,0.400000,0.000000,12.000000,13431.142857,0.000128,0.000496,199.934861,28.562123,0.127594,1.037225,0.196615,0.000983,0.983075,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6 - 3.2 3a 3b - US20,2,7.000000,31.000000,0.000000,6.000000,8.225806,5.000000,0.141176,0.154839,0.100000,0.400000,0.000000,482.000000,12447.142857,0.005524,0.025298,240.870682,34.410097,0.165871,1.322751,5.795876,0.024062,0.722478,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11756.857143,0.000000,0.000000,26.730380,3.818626,0.019488,0.432893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14616.714286,0.000000,0.000000,140.472832,20.067547,0.082375,0.462271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6e,1,7.000000,2.000000,2.000000,2.000000,32.500000,32.500000,1.253846,1.450000,1.450000,2.100000,0.384615,1187.000000,15474.000000,0.010956,0.006448,39.960434,5.708633,0.022135,4.267500,36.001357,0.900925,1.820220,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6e,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16985.428571,0.000000,0.000000,9.784368,1.397767,0.004938,0.908541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6gh,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28556.285714,0.000000,0.000000,565.533489,80.790498,0.169750,0.574042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 6gh,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27632.142857,0.000000,0.000000,630.622192,90.088885,0.195618,0.476373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 8 - 6.2 - I74,1,7.000000,9.000000,4.000000,4.000000,6.666667,5.000000,0.375000,0.322222,0.300000,0.900000,0.000000,992.000000,20481.000000,0.006918,0.005952,1153.274529,164.753504,0.482654,1.521031,17.353619,0.015047,1.049765,0.000000,0.000000,0.000000,0.000000
ID,2017-01-30 to 2017-02-05,Group 8 - 6.2 - I74,2,7.000000,207.000000,101.000000,7.000000,21.014493,10.000000,0.137126,0.162802,0.100000,0.800000,0.000000,56059.000000,18202.714286,0.439951,0.431548,1151.194895,164.456414,0.542084,1.874764,576.573170,0.500848,0.617117,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1 - 1.3 - I80,1,7.000000,7.000000,0.000000,1.000000,10.714286,10.000000,0.246667,0.285714,0.200000,0.600000,0.000000,174.000000,13482.857143,0.001842,0.007440,138.175517,19.739360,0.087842,1.598080,3.368508,0.024378,1.162509,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1 - 1.3 - I80,2,7.000000,9.000000,1.000000,2.000000,14.444444,5.000000,0.596154,0.311111,0.200000,1.500000,0.115385,1787.000000,16158.142857,0.015793,0.012897,218.193589,31.170513,0.115746,2.816967,54.495996,0.249760,1.830480,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3020.857143,0.000000,0.000000,2.229469,0.318496,0.006326,0.612835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3927.714286,0.000000,0.000000,15.235945,2.176564,0.033251,1.027304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1r,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1r,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 1t,1,7.000000,27.000000,5.000000,7.000000,17.777778,5.000000,0.741667,0.344444,0.100000,3.500000,0.281250,1967.000000,17621.571429,0.015940,0.047619,255.824395,36.546342,0.124438,12.288758,126.688334,0.495216,3.865985,0.004425,0.000886,0.055573,0.055573
ID,2017-02-06 to 2017-02-12,Group 1t,2,7.000000,69.000000,3.000000,7.000000,12.028986,5.000000,0.535542,0.442029,0.300000,2.300000,0.096386,2883.000000,17152.428571,0.024010,0.082341,191.411184,27.344455,0.095653,9.419190,108.589874,0.567312,2.260144,0.002266,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5 - 4.1 - I29,1,7.000000,19.000000,8.000000,4.000000,28.947368,5.000000,0.880000,0.778947,0.400000,4.000000,0.363636,3807.000000,14778.285714,0.036801,0.054563,1447.775480,206.825069,0.839715,7.614897,303.727923,0.209789,4.786943,0.019635,0.000000,0.000000,0.000000
